avatar,player_id,@id,url,name,username,title,followers,country,last_online,joined,status,is_streamer,verified,league,location,twitch_url
https://images.chesscomfiles.com/uploads/v1/user/78418998.0b539a4b.200x200o.728c0104fe88.png,78418998,https://api.chess.com/pub/player/1800_strength,https://www.chess.com/member/1800_strength,Dachey Lin,1800_strength,FM,366,https://api.chess.com/pub/country/US,1678461633,1588446399,premium,False,False,,,
,15145998,https://api.chess.com/pub/player/190l,https://www.chess.com/member/190l,,190l,NM,3,https://api.chess.com/pub/country/US,1678193955,1387637030,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/30610578.e05f2196.200x200o.3948baec540a.jpeg,30610578,https://api.chess.com/pub/player/1977ivan,https://www.chess.com/member/1977Ivan,Ivan Ivanisevic,1977ivan,GM,150,https://api.chess.com/pub/country/RS,1676997130,1477565847,premium,False,False,Silver,Belgrade,
https://images.chesscomfiles.com/uploads/v1/user/60608929.bf59a5a3.200x200o.1ab3a6381063.jpeg,60608929,https://api.chess.com/pub/player/19912131712118,https://www.chess.com/member/19912131712118,Sıla Çağlar,19912131712118,WIM,152,https://api.chess.com/pub/country/TR,1677956449,1557045062,premium,False,False,Silver,Mersin,
https://images.chesscomfiles.com/uploads/v1/user/32292254.581b9e53.200x200o.63c6e7245230.jpeg,32292254,https://api.chess.com/pub/player/1995tiger,https://www.chess.com/member/1995Tiger,Tilsia Varela,1995tiger,WIM,1689,https://api.chess.com/pub/country/ES,1678462776,1484077870,premium,True,False,Bronze,Málaga,https://twitch.tv/maracuchachess
https://images.chesscomfiles.com/uploads/v1/user/64538072.2096797d.200x200o.205da2782891.jpg,64538072,https://api.chess.com/pub/player/19andi73,https://www.chess.com/member/19Andi73,,19andi73,CM,61,https://api.chess.com/pub/country/AT,1678373776,1566380405,premium,False,False,Legend,,
https://images.chesscomfiles.com/uploads/v1/user/32476552.66e0a602.200x200o.385f45518d67.png,32476552,https://api.chess.com/pub/player/1b31-0,https://www.chess.com/member/1b31-0,B X,1b31-0,NM,101,https://api.chess.com/pub/country/US,1678344036,1484709881,premium,False,False,Crystal,Mission Viejo,
,24513440,https://api.chess.com/pub/player/1bilgen,https://www.chess.com/member/1Bilgen,Bilgen Sazci,1bilgen,NM,96,https://api.chess.com/pub/country/US,1678489808,1444498410,premium,False,False,Champion,New Jersey,
https://images.chesscomfiles.com/uploads/v1/user/34470030.6a7ac67c.200x200o.45010fe830b8.jpeg,34470030,https://api.chess.com/pub/player/1c4_1-0,https://www.chess.com/member/1c4_1-0,1.c4 I won,1c4_1-0,CM,7,https://api.chess.com/pub/country/US,1667071866,1491159381,premium,False,False,,"Nashville, Tennessee",
https://images.chesscomfiles.com/uploads/v1/user/18138088.7d22e0ce.200x200o.67666ffa5b69.jpeg,18138088,https://api.chess.com/pub/player/1d4_1-0,https://www.chess.com/member/1d4_1-0,,1d4_1-0,NM,68,https://api.chess.com/pub/country/US,1678349100,1405785283,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/156123793.f9650d88.200x200o.d44b353a827e.jpeg,156123793,https://api.chess.com/pub/player/1d51-0,https://www.chess.com/member/1d51-0,,1d51-0,NM,15,https://api.chess.com/pub/country/CA,1678507534,1632771547,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/24318588.5e8b59f5.200x200o.d8d0c5a05d32.jpeg,24318588,https://api.chess.com/pub/player/1e41-0,https://www.chess.com/member/1e41-0,,1e41-0,IM,217,https://api.chess.com/pub/country/US,1678477394,1443401425,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/55410936.70aa7813.200x200o.7fe96aa5c35b.jpeg,55410936,https://api.chess.com/pub/player/1e41-o,https://www.chess.com/member/1e41-O,,1e41-o,NM,149,https://api.chess.com/pub/country/UA,1665546740,1546393876,premium,False,False,Wood,,
,146844725,https://api.chess.com/pub/player/1e42ke21-0,https://www.chess.com/member/1e42Ke21-0,,1e42ke21-0,CM,1,https://api.chess.com/pub/country/US,1678208304,1625446612,premium,False,False,Wood,,
https://images.chesscomfiles.com/uploads/v1/user/59867446.4a556cd6.200x200o.951c8de1187e.jpeg,59867446,https://api.chess.com/pub/player/1e4i-0,https://www.chess.com/member/1e4I-0,,1e4i-0,IM,187,https://api.chess.com/pub/country/VA,1678491048,1555373043,premium,False,False,Elite,papapizza#6969,
https://images.chesscomfiles.com/uploads/v1/user/32299828.e1a5ded5.200x200o.c44dd43b6e92.png,32299828,https://api.chess.com/pub/player/1f3_2g41-0,https://www.chess.com/member/1f3_2g41-0,,1f3_2g41-0,FM,233,https://api.chess.com/pub/country/US,1678506990,1484104924,premium,False,False,Elite,,
https://images.chesscomfiles.com/uploads/v1/user/32924566.f16ac586.200x200o.09ae0680ca49.jpeg,32924566,https://api.chess.com/pub/player/1g41-0,https://www.chess.com/member/1g41-0,,1g41-0,NM,134,https://api.chess.com/pub/country/US,1678501688,1486226780,premium,False,False,Elite,,
https://images.chesscomfiles.com/uploads/v1/user/116624298.027056bb.200x200o.27c7f1a29567.png,116624298,https://api.chess.com/pub/player/1g60-1,https://www.chess.com/member/1g60-1,Ice Spice,1g60-1,FM,65,https://api.chess.com/pub/country/US,1678506494,1611870457,premium,False,False,Bronze,,
,108400234,https://api.chess.com/pub/player/1hf3,https://www.chess.com/member/1Hf3,,1hf3,WFM,160,https://api.chess.com/pub/country/HU,1678459031,1609357020,premium,False,False,Silver,,
https://images.chesscomfiles.com/uploads/v1/user/10009946.a573c88d.200x200o.f61d22a3abe7.jpeg,10009946,https://api.chess.com/pub/player/1lec,https://www.chess.com/member/1lec,Alec Andersen,1lec,NM,83,https://api.chess.com/pub/country/US,1678500949,1355460208,premium,False,False,Legend,,
,46287590,https://api.chess.com/pub/player/1moodyman1,https://www.chess.com/member/1moodyman1,Alexandr Tarasov,1moodyman1,FM,5,https://api.chess.com/pub/country/RU,1676936513,1526635114,premium,False,False,Silver,,
,87160328,https://api.chess.com/pub/player/1ncogn1to,https://www.chess.com/member/1Ncogn1to,,1ncogn1to,WCM,1,https://api.chess.com/pub/country/ZA,1661080946,1595257340,premium,False,False,,,
,78723798,https://api.chess.com/pub/player/1nf3_fan,https://www.chess.com/member/1Nf3_fan,Łukasz Bardeli,1nf3_fan,FM,18,https://api.chess.com/pub/country/PL,1678387579,1588757280,premium,False,False,Silver,Gniezno,
,56378298,https://api.chess.com/pub/player/1nikolachess,https://www.chess.com/member/1nikolachess,,1nikolachess,CM,1,https://api.chess.com/pub/country/BG,1678114457,1548178312,premium,False,False,Stone,,
,73852826,https://api.chess.com/pub/player/1przemyslaw1,https://www.chess.com/member/1Przemyslaw1,Przemyslaw Skalik,1przemyslaw1,IM,13,https://api.chess.com/pub/country/PL,1678466856,1584615530,premium,False,False,Wood,,
https://images.chesscomfiles.com/uploads/v1/user/4739356.7abd41f4.200x200o.c5500e2c4a2d.jpeg,4739356,https://api.chess.com/pub/player/1scaramouche1,https://www.chess.com/member/1scaramouche1,,1scaramouche1,IM,9,https://api.chess.com/pub/country/US,1654522617,1298158792,premium,False,False,Wood,,
https://images.chesscomfiles.com/uploads/v1/user/57055098.2a1367a1.200x200o.879d27bf094b.jpeg,57055098,https://api.chess.com/pub/player/1spongebob,https://www.chess.com/member/1SpongeBob,Anastasia Dubnikova,1spongebob,WFM,11,https://api.chess.com/pub/country/RU,1677813587,1549546266,premium,False,False,Bronze,,
https://images.chesscomfiles.com/uploads/v1/user/13013662.ad4c23f8.200x200o.da161572d8ed.jpeg,13013662,https://api.chess.com/pub/player/1stsecond,https://www.chess.com/member/1stSecond,Nikita Meshkovs,1stsecond,GM,559,https://api.chess.com/pub/country/LV,1678370173,1375617889,premium,False,False,Silver,Riga,
https://images.chesscomfiles.com/uploads/v1/user/35871002.248163b2.200x200o.71e25ccd14b4.jpeg,35871002,https://api.chess.com/pub/player/2007checkmate,https://www.chess.com/member/2007checkmate,Vyom Vidyarthi,2007checkmate,CM,40,https://api.chess.com/pub/country/US,1603063732,1495942370,premium,False,False,,,
https://images.chesscomfiles.com/uploads/v1/user/22645340.44cdc372.200x200o.6e36884caebe.jpeg,22645340,https://api.chess.com/pub/player/2008king,https://www.chess.com/member/2008king,,2008king,FM,49,https://api.chess.com/pub/country/US,1678464623,1433207689,premium,False,False,Silver,,
https://images.chesscomfiles.com/uploads/v1/user/10092324.c6c8368b.200x200o.e11b30d8d1a0.jpeg,10092324,https://api.chess.com/pub/player/2012vachamp,https://www.chess.com/member/2012VAChamp,,2012vachamp,NM,578,https://api.chess.com/pub/country/US,1678506687,1356021506,premium,False,False,Stone,,
,16857168,https://api.chess.com/pub/player/20ofjuly,https://www.chess.com/member/20ofJuly,I am a turtle,20ofjuly,CM,93,https://api.chess.com/pub/country/VN,1678381379,1397233396,premium,False,False,Crystal,,
,41607164,https://api.chess.com/pub/player/2165149677570,https://www.chess.com/member/2165149677570,,2165149677570,NM,243,https://api.chess.com/pub/country/BE,1678492730,1514048892,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/49164612.c2563421.200x200o.076bafad1849.jpeg,49164612,https://api.chess.com/pub/player/217-16-8,https://www.chess.com/member/217-16-8,,217-16-8,IM,11,https://api.chess.com/pub/country/DE,1668773265,1535373974,premium,False,False,,,
,150669065,https://api.chess.com/pub/player/21catch22,https://www.chess.com/member/21catch22,,21catch22,FM,1,https://api.chess.com/pub/country/FK,1678432668,1628590382,premium,False,False,Crystal,,
https://images.chesscomfiles.com/uploads/v1/user/23986026.8d1c4c02.200x200o.f1b21baea9d4.jpeg,23986026,https://api.chess.com/pub/player/21osakat,https://www.chess.com/member/21osakat,Takuma Osaka,21osakat,CM,32,https://api.chess.com/pub/country/JP,1677873715,1441509447,premium,False,False,Silver,Tokyo,
https://images.chesscomfiles.com/uploads/v1/user/7225641.6d0311c5.200x200o.73f053997556.jpeg,7225641,https://api.chess.com/pub/player/2346pl,https://www.chess.com/member/2346PL,Przemyslaw Koc,2346pl,NM,53,https://api.chess.com/pub/country/PL,1678488786,1333877209,premium,False,False,Crystal,"Gdansk, Poland",
https://images.chesscomfiles.com/uploads/v1/user/37502750.95cbd36b.200x200o.5c7e21dcd3bb.jpg,37502750,https://api.chess.com/pub/player/26andrej26,https://www.chess.com/member/26andrej26,,26andrej26,FM,141,https://api.chess.com/pub/country/ME,1678360409,1501692110,premium,False,False,Bronze,PodgoricA,
https://images.chesscomfiles.com/uploads/v1/user/6329939.26a40076.200x200o.20c3ef64e4ec.jpeg,6329939,https://api.chess.com/pub/player/2900tactinhos,https://www.chess.com/member/2900tactinhos,Mulenga Prince Daniel,2900tactinhos,FM,309,https://api.chess.com/pub/country/ZM,1678491520,1324161798,premium,False,False,Crystal,Ndola,
https://images.chesscomfiles.com/uploads/v1/user/28618754.8deb155a.200x200o.e64c7b29265e.jpg,28618754,https://api.chess.com/pub/player/2bf41-0,https://www.chess.com/member/2Bf41-0,,2bf41-0,IM,544,https://api.chess.com/pub/country/US,1678508243,1465836906,premium,False,False,Silver,Socal,
https://images.chesscomfiles.com/uploads/v1/user/13615806.67a08999.200x200o.9ba9f611d7d4.png,13615806,https://api.chess.com/pub/player/2good4u734,https://www.chess.com/member/2good4u734,,2good4u734,NM,71,https://api.chess.com/pub/country/US,1678489755,1379796091,premium,False,False,Crystal,,
,32137378,https://api.chess.com/pub/player/2ktngo,https://www.chess.com/member/2KTNGO,Georgi Orlov,2ktngo,IM,56,https://api.chess.com/pub/country/US,1678497916,1483554524,premium,False,False,Bronze,,
,37635378,https://api.chess.com/pub/player/2l8iwun,https://www.chess.com/member/2L8IWUN,,2l8iwun,NM,88,https://api.chess.com/pub/country/US,1678483823,1502130276,premium,False,False,Elite,,
,41085000,https://api.chess.com/pub/player/2tilted,https://www.chess.com/member/2Tilted,,2tilted,NM,38,https://api.chess.com/pub/country/US,1678228780,1512620568,premium,False,False,Champion,,
https://images.chesscomfiles.com/uploads/v1/user/6534679.7441a629.200x200o.259694200a4f.jpeg,6534679,https://api.chess.com/pub/player/335394862,https://www.chess.com/member/335394862,Hairan Liang,335394862,CM,81,https://api.chess.com/pub/country/CA,1677819130,1327158423,premium,False,False,Silver,Canada,
,4739759,https://api.chess.com/pub/player/3ptdka,https://www.chess.com/member/3ptdka,Ziwen Zhou,3ptdka,NM,79,https://api.chess.com/pub/country/US,1678507242,1298164419,premium,False,False,Legend,Philadelphia,
,42839004,https://api.chess.com/pub/player/3sp15-2,https://www.chess.com/member/3SP15-2,,3sp15-2,FM,17,https://api.chess.com/pub/country/DE,1678218688,1517329530,premium,False,False,Champion,,
,71284884,https://api.chess.com/pub/player/46tumtrah,https://www.chess.com/member/46tumtrah,Hartmut Metz,46tumtrah,FM,9,https://api.chess.com/pub/country/DE,1650977961,1579996345,premium,False,False,Wood,Kuppenheim,
,120806738,https://api.chess.com/pub/player/4_erg_sakenova,https://www.chess.com/member/4_ERG_Sakenova,Salima Sakenova,4_erg_sakenova,WFM,4,https://api.chess.com/pub/country/KZ,1676557393,1613213625,premium,False,False,,,
,31306480,https://api.chess.com/pub/player/4e4ako,https://www.chess.com/member/4e4ako,Kosarev Aleksey,4e4ako,FM,1,https://api.chess.com/pub/country/RU,1642939059,1480612787,premium,False,False,Wood,Moscow,
,76978006,https://api.chess.com/pub/player/4empechement,https://www.chess.com/member/4empechement,,4empechement,WFM,6,https://api.chess.com/pub/country/HU,1676104164,1587123756,premium,False,False,Bronze,,
https://images.chesscomfiles.com/uploads/v1/user/37857424.3fc4cca0.200x200o.9009e84ddb1a.jpeg,37857424,https://api.chess.com/pub/player/4rs,https://www.chess.com/member/4Rs,Roman Garifullin,4rs,FM,16,https://api.chess.com/pub/country/AR,1675661136,1502869353,premium,False,False,Elite,,
https://images.chesscomfiles.com/uploads/v1/user/69412324.a8a2af79.200x200o.f77e8743116c.jpeg,69412324,https://api.chess.com/pub/player/4thd-alpeacefulmoon,https://www.chess.com/member/4thD-alpeacefulmoon,Robert Markus,4thd-alpeacefulmoon,GM,8,https://api.chess.com/pub/country/RS,1637347515,1576488055,premium,False,False,,,
https://images.chesscomfiles.com/uploads/v1/user/32088400.9ae1c3f8.200x200o.556b1ea7c621.jpeg,32088400,https://api.chess.com/pub/player/5sight,https://www.chess.com/member/5sight,Kyle Haining,5sight,CM,55,https://api.chess.com/pub/country/US,1677977609,1483392479,premium,False,False,Silver,,
,79209652,https://api.chess.com/pub/player/60minban,https://www.chess.com/member/60MINBAN,,60minban,IM,1,https://api.chess.com/pub/country/US,1589219028,1589218481,premium,False,False,,,
https://images.chesscomfiles.com/uploads/v1/user/29980578.55a47dc8.200x200o.efb079c8d2a8.png,29980578,https://api.chess.com/pub/player/6262i,https://www.chess.com/member/6262I,Игорь Урюпин,6262i,FM,14,https://api.chess.com/pub/country/RU,1678459866,1474137910,premium,False,False,Wood,Тамбов,
,73365394,https://api.chess.com/pub/player/64aramis64,https://www.chess.com/member/64Aramis64,,64aramis64,GM,11,https://api.chess.com/pub/country/US,1645027965,1583956667,premium,False,False,Wood,,
,73365768,https://api.chess.com/pub/player/64arthos64,https://www.chess.com/member/64Arthos64,,64arthos64,GM,4,https://api.chess.com/pub/country/US,1649189421,1583957153,premium,False,False,,,
,73366590,https://api.chess.com/pub/player/64atilla64,https://www.chess.com/member/64Atilla64,,64atilla64,GM,8,https://api.chess.com/pub/country/US,1668525241,1583958360,premium,False,False,Wood,,
,73366504,https://api.chess.com/pub/player/64dartagnan64,https://www.chess.com/member/64Dartagnan64,,64dartagnan64,GM,19,https://api.chess.com/pub/country/US,1676527895,1583958242,premium,False,False,Wood,,
,73367192,https://api.chess.com/pub/player/64genghis64,https://www.chess.com/member/64Genghis64,,64genghis64,GM,3,https://api.chess.com/pub/country/US,1644417298,1583959319,premium,False,False,Wood,,
,73366924,https://api.chess.com/pub/player/64leonidas64,https://www.chess.com/member/64Leonidas64,,64leonidas64,GM,7,https://api.chess.com/pub/country/US,1670707647,1583958948,premium,False,False,Stone,,
,61772928,https://api.chess.com/pub/player/64life,https://www.chess.com/member/64life,Mark Stephens,64life,NM,2,https://api.chess.com/pub/country/US,1564704498,1559336432,premium,False,False,,,
,73366318,https://api.chess.com/pub/player/64porthos64,https://www.chess.com/member/64Porthos64,,64porthos64,GM,6,https://api.chess.com/pub/country/US,1643909507,1583957977,premium,False,False,Wood,,
,73367098,https://api.chess.com/pub/player/64pyrrhus64,https://www.chess.com/member/64Pyrrhus64,,64pyrrhus64,GM,2,https://api.chess.com/pub/country/BI,1644855787,1583959191,premium,False,False,Wood,,
https://images.chesscomfiles.com/uploads/v1/user/29861766.86c693ed.200x200o.0b724c268400.jpeg,29861766,https://api.chess.com/pub/player/690025571,https://www.chess.com/member/690025571,Yang Shen,690025571,IM,53,https://api.chess.com/pub/country/CN,1678271406,1473464393,premium,False,False,Wood,Beijing,
,5811155,https://api.chess.com/pub/player/6foot7foot,https://www.chess.com/member/6Foot7Foot,Lihong Tang,6foot7foot,NM,2,https://api.chess.com/pub/country/US,1677270361,1316376031,premium,False,False,Silver,,
,62717104,https://api.chess.com/pub/player/7-the_dragon-7,https://www.chess.com/member/7-The_Dragon-7,,7-the_dragon-7,FM,10,https://api.chess.com/pub/country/CN,1678399711,1561583382,premium,False,False,Champion,,
,16111456,https://api.chess.com/pub/player/72hitman72,https://www.chess.com/member/72hitman72,Pieter Hopman,72hitman72,FM,7,https://api.chess.com/pub/country/NL,1675105913,1392740017,premium,False,False,Bronze,Purmerend,
,7246509,https://api.chess.com/pub/player/731291,https://www.chess.com/member/731291,Lance Henderson de La Fuente,731291,GM,45,https://api.chess.com/pub/country/ES,1677088624,1334046062,premium,False,False,Stone,,
https://images.chesscomfiles.com/uploads/v1/user/28945604.84262fe6.200x200o.a26f3a266516.jpeg,28945604,https://api.chess.com/pub/player/777chessnok777,https://www.chess.com/member/777ChessnoK777,Anastasiia Dubovyk,777chessnok777,NM,49,https://api.chess.com/pub/country/UA,1666899671,1467807951,premium,False,False,,Dnipro,
https://images.chesscomfiles.com/uploads/v1/user/30372216.4baf4259.200x200o.60c4966c40f3.png,30372216,https://api.chess.com/pub/player/7hanat,https://www.chess.com/member/7hanat,Zhanat Saiyn,7hanat,IM,1028,https://api.chess.com/pub/country/XX,1678509782,1476360999,premium,False,True,Crystal,Universe,
,27138918,https://api.chess.com/pub/player/7madman,https://www.chess.com/member/7Madman,Pascal,7madman,FM,13,https://api.chess.com/pub/country/DE,1672149473,1457482870,premium,False,False,Stone,Trier,
,150933141,https://api.chess.com/pub/player/7next,https://www.chess.com/member/7NEXT,,7next,WFM,6,https://api.chess.com/pub/country/KE,1678103335,1628798259,premium,False,False,,,
https://images.chesscomfiles.com/uploads/v1/user/24223982.4296d46c.200x200o.1ac224eee761.jpeg,24223982,https://api.chess.com/pub/player/827883,https://www.chess.com/member/827883,Caleb Wan,827883,NM,110,https://api.chess.com/pub/country/US,1678065320,1442879235,premium,False,False,Stone,Los Angeles,
,15659272,https://api.chess.com/pub/player/911master,https://www.chess.com/member/911master,Tom Shih,911master,NM,24,https://api.chess.com/pub/country/US,1678466509,1390175693,premium,False,False,Champion,Central NJ,
https://images.chesscomfiles.com/uploads/v1/user/37086198.f91b0a94.200x200o.713b4e1c5e02.jpeg,37086198,https://api.chess.com/pub/player/94hawkeye,https://www.chess.com/member/94Hawkeye,,94hawkeye,NM,109,https://api.chess.com/pub/country/US,1677484934,1500244439,premium,False,False,Legend,"Savage, Minnesota",
https://images.chesscomfiles.com/uploads/v1/user/43349734.452f442f.200x200o.7d507c9ece41.jpeg,43349734,https://api.chess.com/pub/player/a-adly,https://www.chess.com/member/A-Adly,Ahmed Adly,a-adly,GM,385,https://api.chess.com/pub/country/EG,1672386046,1518647998,premium,False,False,Bronze,,
https://images.chesscomfiles.com/uploads/v1/user/13025742.d5d6d82e.200x200o.7c73126782f8.jpeg,13025742,https://api.chess.com/pub/player/a-druckenthaner,https://www.chess.com/member/a-druckenthaner,Andreas Druckenthaner,a-druckenthaner,FM,16,https://api.chess.com/pub/country/AT,1678489031,1375697779,premium,False,False,Champion,Wels,
https://images.chesscomfiles.com/uploads/v1/user/10968500.f31e4e06.200x200o.2418d3cb8a26.jpeg,10968500,https://api.chess.com/pub/player/a-fier,https://www.chess.com/member/A-Fier,Alex Fier,a-fier,GM,1280,https://api.chess.com/pub/country/BR,1678292918,1361966117,premium,True,True,Silver,,https://twitch.tv/gmalexfier
https://images.chesscomfiles.com/uploads/v1/user/2434382.18026cde.200x200o.c32bd5185a1c.png,2434382,https://api.chess.com/pub/player/a-l-i-k,https://www.chess.com/member/A-l-i-k,Alik Tikranian,a-l-i-k,FM,21,https://api.chess.com/pub/country/NL,1678489009,1262532916,premium,False,False,Silver,,
,78403564,https://api.chess.com/pub/player/a-s-00,https://www.chess.com/member/A-S-00,Assel Serikbay,a-s-00,WIM,9,https://api.chess.com/pub/country/KZ,1645552438,1588434840,premium,False,False,Stone,,
,73479888,https://api.chess.com/pub/player/a3aki,https://www.chess.com/member/a3aki,Adrian Kondakov,a3aki,CM,17,https://api.chess.com/pub/country/US,1678173927,1584145162,premium,False,False,Bronze,,
https://images.chesscomfiles.com/uploads/v1/user/203877183.72948452.200x200o.0f2c6c6c7971.jpeg,203877183,https://api.chess.com/pub/player/a_della_corte,https://www.chess.com/member/A_Della_Corte,Alessandro Della Corte,a_della_corte,CM,4,https://api.chess.com/pub/country/IT,1678473215,1667062367,premium,False,False,Elite,Rome,
https://images.chesscomfiles.com/uploads/v1/user/38327102.f3bcca2a.200x200o.8807af2140a8.jpeg,38327102,https://api.chess.com/pub/player/a_kandil,https://www.chess.com/member/a_kandil,Adham Kandil,a_kandil,IM,62,https://api.chess.com/pub/country/EG,1678389809,1504389275,premium,False,False,Bronze,,
https://images.chesscomfiles.com/uploads/v1/user/44926142.263a2109.200x200o.d1cf1c28e8a9.jpg,44926142,https://api.chess.com/pub/player/a_morgunov,https://www.chess.com/member/A_Morgunov,,a_morgunov,FM,48,https://api.chess.com/pub/country/XX,1678460180,1522742247,premium,False,False,Champion,,
,31850222,https://api.chess.com/pub/player/a_satan_sees_natasa,https://www.chess.com/member/a_satan_sees_natasa,Lovro Čupić,a_satan_sees_natasa,FM,46,https://api.chess.com/pub/country/HR,1678354077,1482607919,premium,False,False,Champion,,
https://images.chesscomfiles.com/uploads/v1/user/94199932.1f63404d.200x200o.7aa1226fa92c.jpeg,94199932,https://api.chess.com/pub/player/a_trofimova,https://www.chess.com/member/A_Trofimova,Antonina Trofimova,a_trofimova,WIM,63,https://api.chess.com/pub/country/RU,1650163554,1603883626,premium,False,False,Crystal,,
,31962678,https://api.chess.com/pub/player/aa175,https://www.chess.com/member/aa175,,aa175,FM,240,https://api.chess.com/pub/country/CA,1678479062,1482971316,premium,False,False,Elite,,
https://images.chesscomfiles.com/uploads/v1/user/16986224.c66bd010.200x200o.c81451dea0f2.jpeg,16986224,https://api.chess.com/pub/player/aa95,https://www.chess.com/member/AA95,Mario Arias,aa95,FM,15,https://api.chess.com/pub/country/PE,1674788862,1398014418,premium,False,False,Stone,Lima,
https://images.chesscomfiles.com/uploads/v1/user/5715308.3621f411.200x200o.fac541f34c20.jpeg,5715308,https://api.chess.com/pub/player/aaaao,https://www.chess.com/member/aaaao,Xiangyi Liu,aaaao,IM,61,https://api.chess.com/pub/country/SG,1678427467,1314886349,premium,False,False,,,
