avatar,player_id,@id,url,name,username,title,followers,country,last_online,joined,status,is_streamer,verified,league,twitch_url,location,fide,rapid_rating_best,rapid_rating_last,rapid_rating_rd,rapid_record_win,rapid_record_draw,rapid_record_loss,blitz_rating_best,blitz_rating_last,blitz_rating_rd,blitz_record_win,blitz_record_draw,blitz_record_loss,bullet_rating_best,bullet_rating_last,bullet_rating_rd,bullet_record_win,bullet_record_draw,bullet_record_loss
https://images.chesscomfiles.com/uploads/v1/user/16226832.03aa6cf8.200x200o.c7a6d5d0eabe.jpg,16226832,https://api.chess.com/pub/player/chegueps,https://www.chess.com/member/chegueps,Ilyass Msellek,chegueps,IM,163,https://api.chess.com/pub/country/MA,1678472808,1393444577,premium,False,True,Elite,,Paris,2403,2464,2303,181,23,1,1,2803,2722,38,880,79,668,2753,2626,46,430,33,320
https://images.chesscomfiles.com/uploads/v1/user/3203215.d58494f9.200x200o.7fcdf011fbd0.jpg,3203215,https://api.chess.com/pub/player/chessaintfun,https://www.chess.com/member/ChessAintFun,Arthur Calugar,chessaintfun,IM,257,https://api.chess.com/pub/country/CA,1678498019,1277254639,premium,False,True,Champion,,"Toronto, Ontario",2369,2425,2388,85,17,1,7,2780,2665,30,3904,866,3999,2775,2758,76,493,77,589
https://images.chesscomfiles.com/uploads/v1/user/35826286.500aca2c.200x200o.fa1c8315e8f1.jpeg,35826286,https://api.chess.com/pub/player/chesscoach_golichenko,https://www.chess.com/member/Chesscoach_Golichenko,Illia Golichenko,chesscoach_golichenko,IM,505,https://api.chess.com/pub/country/UA,1678477907,1495794149,premium,False,True,Legend,,Kyiv,2413,2554,2284,72,1150,150,182,2672,2532,50,2649,308,988,2682,2564,42,774,69,325
,20392772,https://api.chess.com/pub/player/chessczar11,https://www.chess.com/member/chessczar11,,chessczar11,FM,120,https://api.chess.com/pub/country/US,1678492286,1419881149,premium,False,True,Elite,,,0,2303,2303,156,219,25,58,2214,2109,80,1214,116,679,2089,1828,27,7430,295,5032
https://images.chesscomfiles.com/uploads/v1/user/170532529.8eeb0c2b.200x200o.d19f25d725c0.jpeg,170532529,https://api.chess.com/pub/player/chessenthusiastone,https://www.chess.com/member/ChessEnthusiastOne,Ajay Krishna S,chessenthusiastone,IM,6,https://api.chess.com/pub/country/IN,1670432784,1643262961,premium,False,True,Silver,,,0,0,0,0,0,0,0,2537,2529,57,97,19,71,2089,2089,117,6,1,1
https://images.chesscomfiles.com/uploads/v1/user/51159440.eb6b90b5.200x200o.43dc97535a6d.png,51159440,https://api.chess.com/pub/player/chessialist,https://www.chess.com/member/Chessialist,Kıvanç Haznedaroğlu,chessialist,GM,490,https://api.chess.com/pub/country/TR,1676648264,1540557644,premium,False,True,Crystal,,,2472,2551,2346,104,19,10,16,2935,2668,49,1464,293,1043,2557,2503,44,59,7,61
https://images.chesscomfiles.com/uploads/v1/user/63541650.89a498c1.200x200o.d3849ba0727a.jpeg,63541650,https://api.chess.com/pub/player/chesslover0108,https://www.chess.com/member/ChessLover0108,Mahammad Muradli,chesslover0108,GM,459,https://api.chess.com/pub/country/AZ,1678403066,1563802911,premium,False,True,Elite,,,2540,2782,2579,61,52,26,36,2964,2911,39,1463,174,902,3025,2969,54,361,48,314
https://images.chesscomfiles.com/uploads/v1/user/10456464.4abc3cb7.200x200o.60402195ecfd.jpg,10456464,https://api.chess.com/pub/player/chessqueen,https://www.chess.com/member/ChessQueen,Alexandra Kosteniuk,chessqueen,GM,4071,https://api.chess.com/pub/country/XX,1678394134,1358394370,staff,True,True,Elite,https://twitch.tv/chessqueen,,2550,2622,2460,84,61,46,83,2817,2737,40,2391,518,1217,2779,2672,87,663,96,474
,11442742,https://api.chess.com/pub/player/christoph_scheerer,https://www.chess.com/member/Christoph_Scheerer,,christoph_scheerer,IM,1,https://api.chess.com/pub/country/DE,1677676045,1365419357,premium,False,True,Stone,,,0,2422,2341,76,15,2,10,2565,2487,60,147,22,72,0,0,0,0,0,0
https://images.chesscomfiles.com/uploads/v1/user/14074142.8efa0bf9.200x200o.15225602bd6e.jpg,14074142,https://api.chess.com/pub/player/christopheryoo,https://www.chess.com/member/ChristopherYoo,Christopher Woojin Yoo,christopheryoo,GM,2383,https://api.chess.com/pub/country/PG,1678429463,1382868780,premium,False,True,Champion,,California,2535,2871,2663,61,253,73,107,3043,2955,28,5026,939,2574,3076,3044,46,1495,259,982
https://images.chesscomfiles.com/uploads/v1/user/28636411.de99556d.200x200o.ba3db9c05041.jpg,28636411,https://api.chess.com/pub/player/ckgchess,https://www.chess.com/member/ckgchess,,ckgchess,IM,552,https://api.chess.com/pub/country/TR,1678490104,1465942265,premium,True,True,Champion,https://twitch.tv/ckgchess,,3000,2542,2490,71,25,9,17,2904,2834,31,1922,338,1299,3072,3045,39,1066,136,768
,172521787,https://api.chess.com/pub/player/coachpoker,https://www.chess.com/member/Coachpoker,,coachpoker,IM,11,https://api.chess.com/pub/country/US,1678466238,1644340059,premium,False,True,Champion,,,0,2500,2478,54,97,44,39,2801,2691,24,998,456,820,2655,2600,38,273,71,293
https://images.chesscomfiles.com/uploads/v1/user/62137226.d9609bd4.200x200o.e175edd9bdff.jpeg,62137226,https://api.chess.com/pub/player/colchonero64,https://www.chess.com/member/Colchonero64,Nikita Vitiugov,colchonero64,GM,75,https://api.chess.com/pub/country/UY,1676465035,1560199515,premium,False,True,Stone,,,0,2700,2478,111,2,2,6,3080,2807,71,99,30,48,2260,2850,152,5,0,0
https://images.chesscomfiles.com/uploads/v1/user/2518062.fd3cb389.200x200o.462a10a7a988.jpeg,2518062,https://api.chess.com/pub/player/colombiano07,https://www.chess.com/member/Colombiano07,Daniel Eduardo López Idárraga,colombiano07,FM,280,https://api.chess.com/pub/country/CO,1678484390,1265162878,premium,False,True,Legend,,Pereira,2032,2468,2295,67,114,22,37,2495,2367,29,3251,512,2323,2485,2311,30,1902,269,1582
https://images.chesscomfiles.com/uploads/v1/user/28013110.0eb55385.200x200o.67824f30f1b1.jpeg,28013110,https://api.chess.com/pub/player/crgkrishna,https://www.chess.com/member/CrgKrishna,Krishna CRG,crgkrishna,IM,227,https://api.chess.com/pub/country/IN,1678364175,1462203151,premium,False,True,Champion,,"Hyderabad, Telangana",2478,2327,2223,130,25,6,9,2794,2746,50,662,98,430,2667,2515,59,271,27,199
https://images.chesscomfiles.com/uploads/v1/user/10867830.c3b3c732.200x200o.f4adc3749ecb.jpeg,10867830,https://api.chess.com/pub/player/cruel_yaro,https://www.chess.com/member/Cruel_Yaro,Yaroslav Zherebukh,cruel_yaro,GM,1520,https://api.chess.com/pub/country/US,1678509993,1361221374,premium,False,True,Bronze,,Chicago,2718,2674,2573,88,34,9,9,2943,2851,126,1854,331,1022,2799,2481,171,484,41,275
https://images.chesscomfiles.com/uploads/v1/user/1967855.bf6c3c33.200x200o.14b42002eaa3.jpeg,1967855,https://api.chess.com/pub/player/cschess,https://www.chess.com/member/cschess,Charles Schulien,cschess,FM,220,https://api.chess.com/pub/country/US,1678510305,1244723951,premium,False,True,Bronze,,"Portland, OR",2320,2311,1628,192,51,4,4,2191,2067,192,988,52,310,2019,1665,114,1614,78,908
https://images.chesscomfiles.com/uploads/v1/user/168269757.8c49d27b.200x200o.14b19cf37b28.jpeg,168269757,https://api.chess.com/pub/player/dadice10,https://www.chess.com/member/dadice10,Thomas Thiel,dadice10,FM,12,https://api.chess.com/pub/country/DE,1678441175,1641768417,premium,False,True,,,Dortmund,2247,2378,2355,20,788,230,744,2324,2241,34,951,239,1117,0,0,0,0,0,0
https://images.chesscomfiles.com/uploads/v1/user/7860160.13f889ca.200x200o.afc981cf97c2.jpeg,7860160,https://api.chess.com/pub/player/dalmatinac101,https://www.chess.com/member/dalmatinac101,Ivan Saric,dalmatinac101,GM,816,https://api.chess.com/pub/country/HR,1677922946,1339431128,premium,False,True,Silver,,,2660,2870,2648,106,24,14,13,3016,2903,102,1988,655,1525,3109,3098,52,221,21,125
https://images.chesscomfiles.com/uploads/v1/user/11344770.d073f9ee.200x200o.ae28aa826efc.jpeg,11344770,https://api.chess.com/pub/player/damianolew95,https://www.chess.com/member/DamianoLew95,Damian Lewtak,damianolew95,IM,181,https://api.chess.com/pub/country/PL,1678501335,1364724858,premium,False,True,Legend,,Dębica,2380,2408,2408,43,434,96,128,2724,2690,31,2967,512,1732,2824,2609,32,5595,578,2588
https://images.chesscomfiles.com/uploads/v1/user/1715324.840b7522.200x200o.b79dde86ff74.jpg,1715324,https://api.chess.com/pub/player/danielnaroditsky,https://www.chess.com/member/DanielNaroditsky,Daniel Naroditsky,danielnaroditsky,GM,22083,https://api.chess.com/pub/country/US,1678428289,1232155799,premium,True,True,Crystal,https://twitch.tv/gmnaroditsky,Charlotte,2600,2919,2555,93,23,14,13,3213,3120,23,19439,4040,10098,3553,3306,23,26375,2974,13228
https://images.chesscomfiles.com/uploads/v1/user/1666963.f2cda275.200x200o.ec2dea92c58b.png,1666963,https://api.chess.com/pub/player/danielrensch,https://www.chess.com/member/DanielRensch,Daniel Rensch,danielrensch,IM,433529,https://api.chess.com/pub/country/XX,1678505142,1229802308,staff,True,True,Silver,https://twitch.tv/danielrensch,@danielrensch Twitter/Facebook/YouTube,2416,2541,2541,225,446,55,132,2632,2509,59,2079,230,1378,2855,2516,89,4977,534,3261
,40358710,https://api.chess.com/pub/player/darkalekhine,https://www.chess.com/member/DarkAlekhine,Stamatis Kourkoulos-Arditis,darkalekhine,IM,91,https://api.chess.com/pub/country/GR,1677016484,1510663226,premium,False,True,Silver,,,0,2494,2454,75,20,3,13,2804,2574,66,3698,566,3815,2742,2720,158,92,8,79
https://images.chesscomfiles.com/uploads/v1/user/23668554.41bd0cfb.200x200o.274f9542de85.jpeg,23668554,https://api.chess.com/pub/player/daro94,https://www.chess.com/member/daro94,Dariusz Swiercz,daro94,GM,702,https://api.chess.com/pub/country/US,1678418578,1439582379,premium,False,True,Elite,,St. Louis,0,2735,2548,68,92,55,60,3020,2906,36,2695,783,2283,3055,2977,43,722,105,570
,94871036,https://api.chess.com/pub/player/dashzapper,https://www.chess.com/member/Dashzapper,,dashzapper,FM,1,https://api.chess.com/pub/country/FR,1678497060,1604353109,premium,False,True,Elite,,,0,0,0,0,0,0,0,2641,2604,28,1286,277,1318,2523,2523,47,69,8,74
https://images.chesscomfiles.com/uploads/v1/user/13594444.4189bd33.200x200o.5b28e9ea96c4.jpeg,13594444,https://api.chess.com/pub/player/david_arutinian,https://www.chess.com/member/David_Arutinian,David Arutinian,david_arutinian,GM,1016,https://api.chess.com/pub/country/GE,1678507215,1379661651,premium,True,True,Champion,https://twitch.tv/gmarutinian,Tbilisi,2549,2466,2464,92,57,5,11,2942,2780,37,2241,514,1203,2940,2762,34,717,97,433
https://images.chesscomfiles.com/uploads/v1/user/24528170.b4b587e6.200x200o.840eb56debed.jpeg,24528170,https://api.chess.com/pub/player/dawidczerw,https://www.chess.com/member/DawidCzerw,Dawid Czerw,dawidczerw,IM,3363,https://api.chess.com/pub/country/PL,1678467681,1444579154,staff,True,True,Elite,https://twitch.tv/dawidczerw,Lublin,2401,2511,2437,68,410,51,127,2590,2469,43,5486,683,3839,2569,2407,68,1896,165,1556
https://images.chesscomfiles.com/uploads/v1/user/38409636.940b76aa.200x200o.f1035723bc69.jpeg,38409636,https://api.chess.com/pub/player/dedic8,https://www.chess.com/member/Dedic8,Sergei Lobanov,dedic8,GM,29,https://api.chess.com/pub/country/AM,1678135561,1504648485,premium,False,True,Silver,,,2545,2526,2476,86,14,7,14,2877,2782,71,1305,226,935,2725,2786,28,532,80,538
